Scen,CRN,q1,q9,preds,actual,time
M3,Cambodia,34.95,48.11,41.0168243333334,46.72,2017-09-18
M3,Cambodia,33.97,48.3,40.769888,47.49,2017-09-25
M3,Cambodia,30.306,51.77,41.4239786666667,48.25,2017-10-02
M3,Cambodia,29.487,51.77,41.5682245,49.28,2017-10-09
M3,Cambodia,34.89,48.26,42.379673,48.34,2017-10-16
M3,Cambodia,34.89,48.33,42.8502153333333,49.6,2017-10-23
M3,Cambodia,33.97,48.68,42.0916986666667,50.2,2017-10-30
M3,Cambodia,35.23,48.15,42.6986313333334,49.72,2017-11-06
M3,Cambodia,34.89,48.11,41.9903676666667,48.2,2017-11-13
M3,Cambodia,35.44,47.95,41.6604075,46.99,2017-11-20
M3,Cambodia,34.95,47.95,41.574312,48.62,2017-11-27
M3,Cambodia,35.23,48.11,41.74668,50.61,2017-12-04
M3,Cambodia,27,48.93,38.9767645,54.04,2017-12-11
M3,Cambodia,30.79,48.93,38.7344748333334,53.255,2017-12-18
M3,Cambodia,29.76,48.93,38.5942783333334,52.47,2017-12-25
M3,Cambodia,31.67,51.79,40.5559338333333,53.91,2018-01-01
M3,Cambodia,31.13,51.71,40.6096103333334,56.99,2018-01-08
M3,Cambodia,31.79,52.78,43.0132206666667,59.83,2018-01-15
M3,Cambodia,31.79,53.62,43.7941793333334,58.24,2018-01-22
M3,Cambodia,33.29,60.17,48.9327846666668,57.27,2018-01-29
M3,Cambodia,35.054,60.95,49.8035028333333,56.73,2018-02-05
M3,Cambodia,43.74,69.8,59.1600588333333,56.12,2018-02-12
M3,Cambodia,49.928,69.39,60.1332356666666,54.6,2018-02-19
M3,Cambodia,54.44,70.89,62.8892637999999,53.87,2018-02-26
M3,Cambodia,54.58,70.89,62.4456773333333,56.42,2018-03-05
M3,Cambodia,50.97,74.08,60.1686120666667,54.25,2018-03-12
M3,Cambodia,50.539,74.08,60.1229446666667,52.99,2018-03-19
M3,Cambodia,52.6,74.08,62.985337,51.85,2018-03-26
M3,Cambodia,51.7,69.39,60.4186573333334,51.39,2018-04-02
M3,Cambodia,49.55,69.805,59.3716756666667,51.82,2018-04-09
M3,Cambodia,43.32,61.67,53.3386327333334,51.88,2018-04-16
M3,Cambodia,43.32,59.23,51.1128309333333,51.57,2018-04-23
M3,Cambodia,43.32,57.5,49.6480806,49.39,2018-04-30
M3,Cambodia,43.17,56.74,49.0166541333333,48.68,2018-05-07
M3,Cambodia,41.649,55.95,47.6282832333333,49.13,2018-05-14
M3,Cambodia,40.366,55.42,46.3346163,49.37,2018-05-21
M3,Cambodia,39.85,55.438,45.8335249,50.39,2018-05-28
M3,Cambodia,40.282,55.42,45.9671558333333,50.55,2018-06-04
M3,Cambodia,39.79,47.45,43.8311228,49.08,2018-06-11
M3,Cambodia,38.08,47.452,43.3142962333333,49.25,2018-06-18
M3,Cambodia,37.76,47.47,42.9511601333334,51.03,2018-06-25
M3,Cambodia,38.26,47.16,43.2586080333333,52.28,2018-07-02
M3,Cambodia,40.398,46.14,43.1417505,51.71,2018-07-09
M3,Cambodia,40.13,45.93,42.6780656000001,50.93,2018-07-16
M3,Cambodia,39.94,46.14,42.635623,50.14,2018-07-23
M3,Cambodia,39.94,45.93,42.6082403333334,48.13,2018-07-30
M3,Cambodia,39.94,45.93,42.5450943333334,45.95,2018-08-06
M3,Cambodia,38.91,47.892,43.2783846666667,44.49,2018-08-13
M3,Cambodia,38.69,48.63,43.3643256666667,43.31,2018-08-20
M3,Cambodia,38.69,48.64,43.3212661666667,42.37,2018-08-27
M3,Cambodia,38.437,48.64,43.4412301666667,41.03,2018-09-03
M3,Cambodia,36.84,51.691,44.2702944999999,39.46,2018-09-10
M3,Cambodia,36.65,51.33,44.2126233333333,39.06,2018-09-17
M3,Cambodia,36.61,51.29,44.1572369999999,38.52,2018-09-24
M3,Cambodia,36.56,51.29,43.9349885,37.31,2018-10-01
M3,Cambodia,36.35,51.33,44.0011243333333,37.19,2018-10-08
M3,Cambodia,35.93,51.97,46.3421055,37.92,2018-10-15
M3,Cambodia,34.882,52.7,45.4674995,38.4,2018-10-22
M3,Cambodia,32.1,52.78,45.3048443333333,37.48,2018-10-29
M3,Cambodia,32.1,54.35,46.3653595,36.87,2018-11-05
M3,Cambodia,30.97,52.857,44.6159049,37.56,2018-11-12
M3,Cambodia,31.26,52.53,44.3106504333333,39.58,2018-11-19
M3,Cambodia,30.97,52.7,44.7331086,40.86,2018-11-26
M3,Cambodia,30.66,54.06,45.0847837666666,43.37,2018-12-03
M3,Cambodia,29.54,54.143,42.6148478666666,45.41,2018-12-10
M3,Cambodia,25.16,51.79,38.4699048,46.69,2018-12-17
M3,Cambodia,21.81,50.473,38.6596988333333,44.59,2018-12-24
M3,Cambodia,25.16,50.44,39.6254319333333,43.13,2018-12-31
M3,Cambodia,21.81,51.79,39.6205422333333,42.52,2019-01-07
M3,Cambodia,18.57,54.443,36.0447860333334,41.86,2019-01-14
M3,Cambodia,19.76,55.42,39.6758813666667,39.2,2019-01-21
M3,Cambodia,19.76,55.087,39.5002262,37.46,2019-01-28
M3,Cambodia,22.35,55.42,39.2549984666667,35,2019-02-04
M3,Cambodia,19.51,55.42,37.5606108333333,33.07,2019-02-11
M3,Cambodia,27.6,55.42,40.8299738,32.1,2019-02-18
M3,Cambodia,27.6,55.6,41.0161293,32.02,2019-02-25
M3,Cambodia,27.6,55.6,42.7244838,36.62,2019-03-04
M3,Cambodia,28.33,55.95,43.4157356333334,36.28,2019-03-11
M3,Cambodia,28.918,55.05,41.5625743666666,38.64,2019-03-18
M3,Cambodia,25.83,51.816,40.2964791666667,39.79,2019-03-25
M3,Cambodia,29.57,51.902,41.9367827,40.73,2019-04-01
M3,Cambodia,27.038,51.816,40.7916498,41.39,2019-04-08
M3,Cambodia,22.719,47.47,34.4100651047619,40.06,2019-04-15
M3,Cambodia,22.296,46.05,32.6150350380952,39.04,2019-04-22
M3,Cambodia,21.383,45.214,32.004258304762,37.63,2019-04-29
M3,Cambodia,21.361,44.36,31.019239304762,38.01,2019-05-06
M3,Cambodia,24.2,43.246,32.8232341333333,40.21,2019-05-13
M3,Cambodia,24.281,43.39,33.2157856666667,40.51,2019-05-20
M3,Cambodia,24.29,45.03,34.2863179333334,40.05,2019-05-27
M3,Cambodia,25.149,45.03,35.8616473333334,40.97,2019-06-03
M3,Cambodia,32.63,45.84,39.7153953,42.15,2019-06-10
M3,Cambodia,34.6,46.7735,40.9946978333334,42.53,2019-06-17
M3,Cambodia,34.663,46.805,41.4186837,41.28,2019-06-24
M3,Cambodia,35.97,46.77,41.1494924,42.81,2019-07-01
M3,Cambodia,35.872,46.14,40.9241057666667,43.74,2019-07-08
M3,Cambodia,38.305,44.651,40.7623631,43.47,2019-07-15
M3,Cambodia,39.08,44.292,40.7384426666667,44.09,2019-07-22
M3,Cambodia,39.08,44.29,40.6424086666666,43.78,2019-07-29
M3,Cambodia,38.724,45.26,41.188125,42.91,2019-08-05
M3,Cambodia,38.91,45.72,41.7711314,42.66,2019-08-12
M3,Cambodia,38.4,46.6,42.1015510666666,42.05,2019-08-19
M3,Cambodia,38.409,46.157,42.0488585,41.13,2019-08-26
M3,Cambodia,36.65,46.833,41.9124573333333,40.1,2019-09-02
M3,Cambodia,34.67,46.77,41.4120746666666,39.53,2019-09-09
M3,Cambodia,34.67,47.54,41.530558,38.97,2019-09-16
M3,Cambodia,34.618,47.42,41.2151201666666,37.87,2019-09-23
M3,Cambodia,34.67,47.835,41.5299883333333,37.42,2019-09-30
M3,Cambodia,34.67,48.123,41.0228436666666,37.54,2019-10-07
M3,Cambodia,34.796,49.85,43.0072133333334,37.68,2019-10-14
M3,Cambodia,33.74,49.73,42.2044865,37,2019-10-21
M3,Cambodia,34.4,49.042,41.966764,35.29,2019-10-28
M3,Cambodia,34.379,49.85,42.2573803333334,33.05,2019-11-04
M3,Cambodia,35.13,51.71,43.9326670666667,31.49,2019-11-11
M3,Cambodia,35.481,52.03,44.6127404,30.63,2019-11-18
M3,Cambodia,33.74,52.53,44.6262574,29.29,2019-11-25
M3,Cambodia,32.901,52.53,43.7481987333333,29.2,2019-12-02
M3,Cambodia,28.942,51.77,41.2626239,27.93,2019-12-09
M3,Cambodia,21.81,51.97,37.373683,27.39,2019-12-16
M3,Cambodia,21.775,51.93,37.2513303333333,24.74,2019-12-23
M3,Cambodia,20.69,51.529,37.3464316666667,23.6,2019-12-30
M3,Cambodia,19.76,47.976,34.4863265,24.36,2020-01-06
M3,Cambodia,21.81,53.611,35.8610144,27.19,2020-01-13
M3,Cambodia,20.69,56.355,37.3933062333334,27.29,2020-01-20
M3,Cambodia,19.07,50.44,31.6687782333333,26.84,2020-01-27
M3,Cambodia,18.95,45.696,30.9560695666667,26.52,2020-02-03
M3,Cambodia,18.95,40.31,28.6368642666667,26.56,2020-02-10
M3,Cambodia,18.95,34.99,26.652135,26.21,2020-02-17
M3,Cambodia,18.95,36.051,26.4255748,26.53,2020-02-24
M3,Cambodia,19.05,36.729,26.5379448,30.87,2020-03-02
M3,Cambodia,19.05,38.262,26.7110240666667,28.61,2020-03-09
M3,Cambodia,20.47,46.34,32.0736386,29.36,2020-03-16
M3,Cambodia,21.46,46.34,32.6892938666667,31.2,2020-03-23
M3,Cambodia,22.35,46.34,32.7385217333333,32.09,2020-03-30
M3,Cambodia,22.9,46.05,33.5911329333333,33.18,2020-04-06
M3,Cambodia,22.35,44.28,32.0153665333333,33.94,2020-04-13
M3,Cambodia,22.35,44.288,32.0884212,32.63,2020-04-20
M3,Cambodia,22.35,43.83,31.6851024,29.89,2020-04-27
M3,Cambodia,22.35,43.39,32.1373877333334,29.74,2020-05-04
M3,Cambodia,24.29,44.28,35.4423606,31.56,2020-05-11
M3,Cambodia,24.281,44.28,35.3130496,32.71,2020-05-18
M3,Cambodia,24.29,44.78,35.9319016,33.57,2020-05-25
M3,Cambodia,24.2,43.7,35.1263270666667,34.93,2020-06-01
M3,Cambodia,24.29,44.3938,35.5571456,36.16,2020-06-08
M3,Cambodia,30.25,45.2276,38.4216360666666,37.02,2020-06-15
M3,Cambodia,32.63,44.939,39.6155404666667,37.03,2020-06-22
M3,Cambodia,32.63,44.939,38.7719156666666,37.35,2020-06-29
M3,Cambodia,33.95,44.78,39.2968269333333,38.11,2020-07-06
M3,Cambodia,34.06,44.366,39.3308599333333,39.86,2020-07-13
M3,Cambodia,35.97,42.923,39.8559641,42.01,2020-07-20
M3,Cambodia,37.67,42.73,40.127512,43.5,2020-07-27
M3,Cambodia,39.08,42.824,40.4427928333334,44.16,2020-08-03
M3,Cambodia,39.22,46.454,41.8308965666667,44.74,2020-08-10
M3,Cambodia,39.22,45.72,41.6427626666667,45.89,2020-08-17
M3,Cambodia,39.22,46.582,42.3312973333333,47.41,2020-08-24
M3,Cambodia,39.22,46.6,42.5980689333333,48.26,2020-08-31
M3,Cambodia,38.58,46.6,42.9283640333333,50,2020-09-07
M3,Cambodia,38.14,48.32,43.2592602666667,53.01,2020-09-14
M3,Cambodia,38.481,48.603,43.3755163333334,55.05,2020-09-21
M3,Cambodia,38.26,50.24,44.3071203333334,55.63,2020-09-28
M3,Cambodia,37.12,50.72,44.618328,56.04,2020-10-05
M3,Cambodia,37.092,48.6,43.8972026666667,55.46,2020-10-12
M3,Cambodia,36.84,48.348,43.8486073333333,52.52,2020-10-19
M3,Cambodia,35.92,48.26,42.8466333333333,49.66,2020-10-26
M3,Cambodia,36.087,48.26,43.2747375,46.6,2020-11-02
M3,Cambodia,35.99,48.266,43.2455566666667,43.84,2020-11-09
M3,Cambodia,38.06,49.925,43.4655076666666,43.88,2020-11-16
M3,Cambodia,35.92,50.72,43.2478373333333,44.09,2020-11-23
M3,Cambodia,36.09,52.78,44.4676493333333,45.9,2020-11-30
M3,Cambodia,36.126,53.55,44.3191896666667,47.89,2020-12-07
M3,Cambodia,33.83,52.53,42.6951546666666,49.54,2020-12-14
M3,Cambodia,35.124,52.7,43.1083981666666,47.12,2020-12-21
M3,Cambodia,35.222,52.7,43.44499,44.53,2020-12-28
M3,Cambodia,33.83,54.528,44.0772111666667,44.41,2021-01-04
M3,Cambodia,31.79,58.65,44.2019411666667,45.62,2021-01-11
M3,Cambodia,31.79,60.16,46.0476195,43.77,2021-01-18
M3,Cambodia,29.32,60.17,44.4275475,43.88,2021-01-25
M3,Cambodia,28.96,58.65,44.5280568333333,41.98,2021-02-01
M3,Cambodia,32.92,61.16,49.3635728333333,39.79,2021-02-08
M3,Cambodia,32.92,69.8,54.4361316666666,39.87,2021-02-15
M3,Cambodia,39.7985,70.897,58.4100538333333,40.51,2021-02-22
M3,Cambodia,41.84,70.96,59.5342186666667,44.94,2021-03-01
M3,Cambodia,46.3,70.96,60.183298,44.44,2021-03-08
M3,Cambodia,30.31,74.08,56.8108026666667,46.04,2021-03-15
M3,Cambodia,15.14,68.74,44.6791602,48.05,2021-03-22
M3,Cambodia,15.14,65.424,44.0738069333333,50.28,2021-03-29
M3,Cambodia,16.584,65.55,44.6798468,51.2,2021-04-05
M3,Cambodia,14.25,53.316,36.9431627333334,50.1,2021-04-12
M3,Cambodia,13.53,53.93,37.0718225333333,49.6,2021-04-19
M3,Cambodia,14.25,48.74,34.5840907333334,46.93,2021-04-26
M3,Cambodia,13.66,45.472,30.8236016666667,43.54,2021-05-03
M3,Cambodia,13.66,46.569,33.2921296,42.14,2021-05-10
M3,Cambodia,13.66,46.92,34.0015086666667,40.95,2021-05-17
M3,Cambodia,19.73,48.412,35.1660726,38.88,2021-05-24
M3,Cambodia,19.73,48.41,36.3563265333333,37.78,2021-05-31
M3,Cambodia,19.73,48.757,36.2370008,37.43,2021-06-07
M3,Cambodia,30.758,45.46,39.2240297333333,37.08,2021-06-14
M3,Cambodia,33.111,45.46,39.4583030666666,37.01,2021-06-21
M3,Cambodia,33.651,45.4808,39.4896307333333,38.41,2021-06-28
M3,Cambodia,34.958,45.46,39.5689195666667,39.58,2021-07-05
M3,Cambodia,29.32,45.73,38.9173702666666,40.08,2021-07-12
M3,Indonesia,51.74,58.59,56.0942743333333,59.48,2016-07-25
M3,Indonesia,48.5793333333333,59.84,55.6016006666666,60.37,2016-08-01
M3,Indonesia,47.02,58.59,54.984968,61.24,2016-08-08
M3,Indonesia,44.16,59.21,53.7922687777777,62.11,2016-08-15
M3,Indonesia,45.504,59.21,54.7866718888889,63.2,2016-08-22
M3,Indonesia,44.913,58.59,53.8661481111111,63.61,2016-08-29
M3,Indonesia,45.16,58.48,53.6464907777778,63.43,2016-09-05
M3,Indonesia,43.517,57.89,50.9721166666667,63.5,2016-09-12
M3,Indonesia,44.142,57.998,52.018732,63.23,2016-09-19
M3,Indonesia,44.151,57.89,51.8797850000001,62.6,2016-09-26
M3,Indonesia,43.36,57.03,51.3004746666667,60.8,2016-10-03
M3,Indonesia,44.31,55.29,50.2122616666667,59.41,2016-10-10
M3,Indonesia,44.05,55.06,49.7599740000001,57.87,2016-10-17
M3,Indonesia,44.077,54.64,49.4309590000001,56.65,2016-10-24
M3,Indonesia,44.068,55.39,49.5236893333334,55.31,2016-10-31
M3,Indonesia,42.508,55.06,49.0425500000001,53.99,2016-11-07
M3,Indonesia,40.988,51.99,46.8998815833333,52.45,2016-11-14
M3,Indonesia,40.97,51.99,46.4257463333333,51.34,2016-11-21
M3,Indonesia,40.877,52.2,46.7854203333333,52.58,2016-11-28
M3,Indonesia,40.6,52.51,46.8306792222222,51.93,2016-12-05
M3,Indonesia,36.94,51.08,45.5481916944444,51.32,2016-12-12
M3,Indonesia,36.94,51.044,45.2125487777778,51.96,2016-12-19
M3,Indonesia,36.94,50.747,45.0823883611111,51.99,2016-12-26
M3,Indonesia,35.61,51.354,45.1529410277778,51.61,2017-01-02
M3,Indonesia,36.38,51.713,45.7956115277778,50.64,2017-01-09
M3,Indonesia,35.36,52.285,45.6104515833333,49.85,2017-01-16
M3,Indonesia,35.36,54.19,45.6465536944445,49.29,2017-01-23
M3,Indonesia,35.585,54.19,45.76264625,49.08,2017-01-30
M3,Indonesia,36.38,52.123,45.6682679166667,48.49,2017-02-06
M3,Indonesia,39.429,55.414,47.5351936666667,48.11,2017-02-13
M3,Indonesia,40.481,56.28,47.5706201111111,48.67,2017-02-20
M3,Indonesia,41.256,56.28,47.6322045833334,49.49,2017-02-27
M3,Indonesia,40.915,55.414,47.7292928888889,48.86,2017-03-06
M3,Indonesia,42.264,51.71,47.3230517777778,49.09,2017-03-13
M3,Indonesia,42.28,51.71,47.4425401111112,49.68,2017-03-20
M3,Indonesia,42.037,51.71,47.3929888888889,50.33,2017-03-27
M3,Indonesia,41.92,51.55,47.2898235555556,50.01,2017-04-03
M3,Indonesia,41.68,51.55,47.1448626031746,49.15,2017-04-10
M3,Indonesia,41.68,51.71,47.7050058888889,49,2017-04-17
M3,Indonesia,41.68,51.55,47.4026363333334,48.96,2017-04-24
M3,Indonesia,41.29,51.55,46.9794147777778,48.69,2017-05-01
M3,Indonesia,40.96,51.71,46.931355,48.3,2017-05-08
M3,Indonesia,41.68,51.99,47.1885411666667,49.39,2017-05-15
M3,Indonesia,41.799,51.99,47.3993983333334,50.7,2017-05-22
M3,Indonesia,41.271,51.99,47.0903002222222,51.18,2017-05-29
M3,Indonesia,41.271,51.99,47.072369,52.31,2017-06-05
M3,Indonesia,42.038,52.788,47.7583563333334,53.33,2017-06-12
M3,Indonesia,42.439,52.86,48.2727059444445,53.71,2017-06-19
M3,Indonesia,42.659,55.25,48.5359170555556,53.38,2017-06-26
M3,Indonesia,42.439,55.39,48.4765004444445,53.03,2017-07-03
M3,Indonesia,42.038,57.77,49.2843985555555,53.35,2017-07-10
M3,Indonesia,41.93,57.782,49.6967207777778,54.52,2017-07-17
M3,Indonesia,42.684,57.21,49.7800323333333,55.86,2017-07-24
M3,Indonesia,42.94,57.77,50.3608806666667,56.98,2017-07-31
M3,Indonesia,42.94,57.89,50.0977845000001,57.73,2017-08-07
M3,Indonesia,43.72,58.257,51.0726015555556,57.84,2017-08-14
M3,Indonesia,44.31,57.898,51.4016776666668,57.53,2017-08-21
M3,Indonesia,44.83,57.89,51.4691884444445,57.2,2017-08-28
M3,Indonesia,44.99,57.21,51.4607061111112,57.52,2017-09-04
M3,Indonesia,45.406,55.92,51.3108540000001,57.76,2017-09-11
M3,Indonesia,44.45,55.41,50.9588533333334,57.19,2017-09-18
M3,Indonesia,46.505,55.39,51.2714900000001,56.36,2017-09-25
M3,Indonesia,45.637,55.39,50.958964,55.28,2017-10-02
M3,Indonesia,45.52,55.39,51.0138276666667,54.77,2017-10-09
M3,Indonesia,45.41,55.39,50.5164966666667,53.32,2017-10-16
M3,Indonesia,46.277,55.39,50.8452043333334,52.77,2017-10-23
M3,Indonesia,45.54,55.25,50.3581156666667,52,2017-10-30
M3,Indonesia,45.47,54.469,50.1642081666668,51.27,2017-11-06
M3,Indonesia,44.668,51.521,48.61228325,49.96,2017-11-13
M3,Indonesia,44.38,51.39,48.1478226666666,48.62,2017-11-20
M3,Indonesia,44.15,51.39,47.9292971666666,49.2,2017-11-27
M3,Indonesia,43.291,51.39,47.63797625,49.07,2017-12-04
M3,Indonesia,42.237,50.79,46.24147775,49.66,2017-12-11
M3,Indonesia,41.534,50.346,45.8610881666666,49.49,2017-12-18
M3,Indonesia,41.776,50.79,45.9193646666667,49.32,2017-12-25
M3,Indonesia,40.609,50.4,45.381515,49.57,2018-01-01
M3,Indonesia,40.6,50.4,45.3934751666666,49.43,2018-01-08
M3,Indonesia,35.36,49.693,44.0371645833334,48.25,2018-01-15
M3,Indonesia,34.73,50.51,44.0345059444445,46.94,2018-01-22
M3,Indonesia,34.48,50.637,44.3565771944445,45.82,2018-01-29
M3,Indonesia,35.36,50.522,44.688805,45.3,2018-02-05
M3,Indonesia,40,51.19,45.983311,45.1,2018-02-12
M3,Indonesia,41.284,51.27,46.3118009166667,45.37,2018-02-19
M3,Indonesia,41.34,51.3,46.360022,46.09,2018-02-26
M3,Indonesia,41.562,51.3,46.7618682222222,46.42,2018-03-05
M3,Indonesia,41.91,51.514,47.1180746666667,45.15,2018-03-12
M3,Indonesia,41.91,51.3,47.0113008888889,44.88,2018-03-19
M3,Indonesia,40.79,51.234,46.3980774444445,45.55,2018-03-26
M3,Indonesia,40.544,51.27,46.5858626666667,46.07,2018-04-02
M3,Indonesia,40.49,50.672,46.1050582222222,45.8,2018-04-09
M3,Indonesia,40.868,49.9,45.4645044444445,44.98,2018-04-16
M3,Indonesia,40.969,49.9,45.3378543333334,44.34,2018-04-23
M3,Indonesia,41.29,49.932,45.3760251111111,44.2,2018-04-30
M3,Indonesia,40.65,49.54,45.0854553333333,44.01,2018-05-07
M3,Indonesia,40.959,49.52,45.1549749444444,43.64,2018-05-14
M3,Indonesia,41.1,49.82,45.3746862777777,44.08,2018-05-21
M3,Indonesia,41.1,49.721,45.3107105555555,44.92,2018-05-28
M3,Indonesia,40.65,49.68,45.0199368888889,45.61,2018-06-04
M3,Indonesia,40.55,49.721,44.9775673333333,46.03,2018-06-11
M3,Indonesia,40.659,50.27,45.3664577777778,46.65,2018-06-18
M3,Indonesia,41.1,51.071,46.3084912777778,46.52,2018-06-25
M3,Indonesia,41.229,50.684,46.5187397777777,45.54,2018-07-02
M3,Indonesia,41.294,50.632,45.9901383333334,45.16,2018-07-09
M3,Indonesia,41.069,51.1,46.3246347777778,45.23,2018-07-16
M3,Indonesia,40.912,51.21,46.6735230000001,45.76,2018-07-23
M3,Indonesia,40.49,51.46,46.5774283888889,47.14,2018-07-30
M3,Indonesia,40.634,51.46,46.7861548333333,48.59,2018-08-06
M3,Indonesia,42.363,51.134,47.3769921944445,49.19,2018-08-13
M3,Indonesia,42.436,51.13,47.5028415277778,50.03,2018-08-20
M3,Indonesia,42.264,51.18,47.4730930833333,50.7,2018-08-27
M3,Indonesia,39.935,51.18,47.1588544166667,50.11,2018-09-03
M3,Indonesia,41.652,51.52,47.70004625,49.95,2018-09-10
M3,Indonesia,43.14,51.31,48.1332465833333,50.5,2018-09-17
M3,Indonesia,42.49,51.52,48.2911088333334,50.01,2018-09-24
M3,Indonesia,43.14,51.52,48.7579855,48.91,2018-10-01
M3,Indonesia,42.52,51.31,48.4852273333334,48.25,2018-10-08
M3,Indonesia,41.663,51.31,47.562923,48.13,2018-10-15
M3,Indonesia,41.864,51.53,47.6190463333333,47.75,2018-10-22
M3,Indonesia,41.24,51.31,46.202371,47.34,2018-10-29
M3,Indonesia,41.99,51.31,47.249213,46.68,2018-11-05
M3,Indonesia,42.4,51.7,47.7530769047619,46.42,2018-11-12
M3,Indonesia,42.4,51.39,47.0887352380952,45.81,2018-11-19
M3,Indonesia,41.67,51.521,46.3423899047619,45.1,2018-11-26
M3,Indonesia,42.24,51.39,46.8928975714286,45.71,2018-12-03
M3,Indonesia,41.984,50.4,45.750303,45.44,2018-12-10
M3,Indonesia,41.918,50.3,45.9373498333334,45.26,2018-12-17
M3,Indonesia,41.56,49.85,45.4850025833334,45.76,2018-12-24
M3,Indonesia,41.56,49.85,45.4238704166667,45.65,2018-12-31
M3,Indonesia,41.45,49.85,45.3248338333334,45.75,2019-01-07
M3,Indonesia,40.61,49.69,45.4235046111111,45.7,2019-01-14
M3,Indonesia,40.99,49.58,45.4916528333333,45.6,2019-01-21
M3,Indonesia,40.99,49.304,45.4434588333333,45.07,2019-01-28
M3,Indonesia,40.95,49.877,45.5685090833333,44.8,2019-02-04
M3,Indonesia,41.215,50.8133333333333,46.1476423333333,44.54,2019-02-11
M3,Indonesia,41.336,50.8133333333333,46.3518868333333,44.31,2019-02-18
M3,Indonesia,40.96,50.7,46.2916838333333,44.46,2019-02-25
M3,Indonesia,41.34,50.7113333333334,46.7021971111111,44.8,2019-03-04
M3,Indonesia,41.34,50.8133333333333,46.566151,43.94,2019-03-11
M3,Indonesia,40.05,50.41,46.0334370555556,43.55,2019-03-18
M3,Indonesia,40.339,50.41,46.2443178055556,44.18,2019-03-25
M3,Indonesia,40.64,50.0066666666667,46.316883,44.89,2019-04-01
M3,Indonesia,40.65,50.0066666666667,46.3007443333333,45.01,2019-04-08
M3,Indonesia,40.65,50.0066666666667,46.2148150555555,45.07,2019-04-15
M3,Indonesia,39.996,50.0066666666667,45.7836937222222,44.35,2019-04-22
M3,Indonesia,40.55,50.0066666666667,45.9179419444444,43.6,2019-04-29
M3,Indonesia,40.55,50.282,45.8316505,43.04,2019-05-06
M3,Indonesia,40.55,49.91,45.4536285,43.32,2019-05-13
M3,Indonesia,40.55,50.0066666666667,45.2010956666667,44.91,2019-05-20
M3,Indonesia,40.65,49.9376666666667,45.1883173888889,46.15,2019-05-27
M3,Indonesia,40.481,50.65,45.8210239444445,46.41,2019-06-03
M3,Indonesia,40.317,51.22,45.7978948333333,45.17,2019-06-10
M3,Indonesia,40.598,51.92,46.3378933888889,43.75,2019-06-17
M3,Indonesia,40.544,51.92,46.7126295555556,43.23,2019-06-24
M3,Indonesia,40.55,51.99,46.9492858333334,42.31,2019-07-01
M3,Indonesia,40.544,51.92,46.7404857777778,41.92,2019-07-08
M3,Indonesia,38.61,51.045,45.7015878888889,41.33,2019-07-15
M3,Indonesia,38.52,51.22,45.8632424444444,41.15,2019-07-22
M3,Indonesia,38.52,51.05,45.7951768888889,41.23,2019-07-29
M3,Indonesia,38.52,50.66,45.5430429722222,41.52,2019-08-05
M3,Indonesia,39.233,51.21,46.5628085277778,41.66,2019-08-12
M3,Indonesia,39.73,51.211,46.7634233055556,41.38,2019-08-19
M3,Indonesia,39.3,50.524,46.3125361944445,41.08,2019-08-26
M3,Indonesia,38.2,50.22,45.2244847777778,40.58,2019-09-02
M3,Indonesia,33.055,50.65,42.8768773333333,40.52,2019-09-09
M3,Indonesia,33.06,50.87,42.9737719999999,41.01,2019-09-16
M3,Indonesia,31.08,50.87,41.7723,41.14,2019-09-23
M3,Indonesia,31.793,50.87,42.3043913333333,41.09,2019-09-30
M3,Indonesia,30,50.79,40.6506426666666,40.39,2019-10-07
M3,Indonesia,30.37,46.39,40.0289336666667,39.74,2019-10-14
M3,Indonesia,30.65,47.05,40.574605,38.91,2019-10-21
M3,Indonesia,31.73,46.33,40.7165192380953,38.26,2019-10-28
M3,Indonesia,31.826,46.19,40.9448579047619,37.67,2019-11-04
M3,Indonesia,33.28,45.57,41.0728425714286,37.6,2019-11-11
M3,Indonesia,34.12,45.41,40.0447683333333,37.48,2019-11-18
M3,Indonesia,35.23,45.18,40.4738606666667,37.21,2019-11-25
M3,Indonesia,35.23,45.19,40.8797603333334,37.19,2019-12-02
M3,Indonesia,35.96,45.571,41.6505346666667,37.83,2019-12-09
M3,Indonesia,38.889,46.19,42.775861,38.75,2019-12-16
M3,Indonesia,38.91,46.19,42.8431496666666,39.67,2019-12-23
M3,Indonesia,38.94,46.19,42.956756,40.27,2019-12-30
M3,Indonesia,38.99,46.19,42.8233976666667,41.09,2020-01-06
M3,Indonesia,38.99,46.226,42.656979,42.09,2020-01-13
M3,Indonesia,38.99,46.28,42.7294763333333,42.57,2020-01-20
M3,Indonesia,38.99,46.48,42.645295,43.06,2020-01-27
M3,Indonesia,38.99,46.66,42.6062053333334,43.82,2020-02-03
M3,Indonesia,40.29,47.443,43.8237760833333,44.28,2020-02-10
M3,Indonesia,40.61,48.12,44.2278480833333,44.59,2020-02-17
M3,Indonesia,40.71,48.6,44.479369,44.83,2020-02-24
M3,Indonesia,40.94,48.96,44.85708075,45.25,2020-03-02
M3,Indonesia,40.88,49.163,44.9339464444444,44.92,2020-03-09
M3,Indonesia,40.96,51.051,45.5653873333333,45.18,2020-03-16
M3,Indonesia,40.96,51.05,45.6728854444444,45.57,2020-03-23
M3,Indonesia,41.13,51.07,46.0325387777778,46.01,2020-03-30
